col_1,col_2,col_3,col_4
,,주인공,(미소 지으며) 저도 여러분의 응원에 감사드려요. 앞으로도 좋은 모습 보여드릴게요.
[14:0717:008],,,
,e102,주인공,"(밝게) 안녕, 지원 씨! 오늘도 축구 연습 중이구나?"
,,박지원,"(활기차게) 어, 안녕! 맞아, 오늘은 슛 연습을 좀 더 해보려고 해. 주인공 씨도 같이 할래?"
,,주인공,(호기심 가득) 좋아! 나도 축구 좋아해. 어떤 연습을 도와주면 될까?
,,박지원,(신나게) 그럼 주인공 씨가 골키퍼 해줄래? 내가 슛을 연습할 수 있게.
,,주인공,(긍정적으로) 물론이지! 내가 골문을 잘 지켜볼게.
,,,"(주인공이 골키퍼 자리에 서고, 박지원이 슛 연습을 시작한다.)"
,,박지원,(슛을 하며) 준비됐지? 슛!
,,주인공,"(공을 막으며) 좋아, 잘 막았어. 한 번 더 해봐!"
,,박지원,"(활기차게) 좋아, 이번엔 더 강하게 슛할게! 슛!"
,,주인공,"(다시 막으며) 역시 지원 씨, 정말 강한 슛이었어. 조금만 더 힘내면 완벽할 것 같아."
,,박지원,(미소 지으며) 고마워! 주인공 씨 덕분에 연습이 정말 잘 돼. 한 번 더 해볼게.
,,,"(박지원이 다시 슛 연습을 하고, 주인공이 그를 도와준다.)"
,,박지원,(숨을 고르며) 오늘 연습 정말 좋았어. 주인공 씨 덕분에 많이 나아진 것 같아.
,,주인공,(미소 지으며) 나도 지원 씨 덕분에 즐거운 시간이었어. 다음에도 같이 연습하자.
,,박지원,(활기차게) 물론이지! 다음에도 같이 해서 더 좋은 결과 만들어보자.
,,주인공,"(긍정적으로) 그래, 기대할게. 지원 씨와 함께라면 뭐든지 할 수 있을 것 같아."
,,박지원,(미소 지으며) 나도 주인공 씨와 함께라면 뭐든지 가능할 것 같아. 그럼 이따가 다 같이 음료수 한 잔 하러 가자. 운동 후엔 시원한 음료가 최고거든.
,,주인공,"(웃으며) 좋아, 그럼 이따가 봐!"
[15:0718:002],,,
,e111,주인공,"(밝게) 안녕, 지원 씨! 기타 연습 중이구나?"
,,박지원,"(활기차게) 어, 안녕! 맞아, 오늘은 기타 연습 좀 하려고 해. 주인공 씨도 같이 할래?"
,,주인공,(호기심 가득) 좋아! 나도 기타 연주에 관심이 많아. 어떤 곡을 연습 중이야?
,,박지원,(신나게) 내가 좋아하는 포크송이야. 기타로 연주하면 정말 감미롭거든. 같이 연주해볼래?
,,주인공,(긍정적으로) 물론이지! 그럼 내가 리듬을 맞춰볼게.
,,,(박지원과 주인공이 함께 기타를 연주하기 시작한다.)
,,박지원,"(연주하며) 이 부분이 조금 어려운데, 주인공 씨랑 같이 하면 더 잘할 수 있을 것 같아."
,,주인공,(리듬을 맞추며) 정말 멋져! 지원 씨는 기타를 정말 잘 치는 것 같아.
,,박지원,(미소 지으며) 고마워! 주인공 씨 덕분에 연습이 더 재미있어졌어. 한 번 더 해볼까?
,,주인공,(긍정적으로) 좋아! 이번엔 좀 더 감정을 담아서 연주해보자.
,,,(박지원과 주인공이 다시 기타를 연주하며 감정을 담아 연습한다.)
,,박지원,(연주를 마치며) 오늘 연습 정말 좋았어. 주인공 씨 덕분에 많이 나아진 것 같아.
,,주인공,(미소 지으며) 나도 지원 씨 덕분에 즐거운 시간이었어. 다음에도 같이 연습하자.
,,박지원,(활기차게) 물론이지! 다음에도 같이 해서 더 좋은 연주를 만들어보자.
,,주인공,"(긍정적으로) 그래, 기대할게. 지원 씨와 함께라면 뭐든지 할 수 있을 것 같아."
,,박지원,(미소 지으며) 나도 주인공 씨와 함께라면 뭐든지 가능할 것 같아. 그럼 이따가 다 같이 음료수 한 잔 하러 가자. 연습 후엔 시원한 음료가 최고거든.
,,주인공,"(웃으며) 좋아, 그럼 이따가 봐!"
[16:0720:001],,,
,e112,주인공,"(밝게) 안녕, 지원 씨! 오늘도 음악 연습 중이구나?"
,,박지원,"(활기차게) 어, 안녕! 맞아, 오늘은 피아노 연습 좀 하려고 해. 주인공 씨도 같이 할래?"
,,주인공,(호기심 가득) 좋아! 나도 피아노 연주에 관심이 많아. 어떤 곡을 연습 중이야?
,,박지원,(신나게) 내가 좋아하는 클래식 곡이야. 피아노로 연주하면 정말 감미롭거든. 같이 연주해볼래?
,,주인공,(긍정적으로) 물론이지! 그럼 내가 반주를 맞춰볼게.
,,,(박지원과 주인공이 함께 피아노를 연주하기 시작한다.)
,,박지원,"(연주하며) 이 부분이 조금 어려운데, 주인공 씨랑 같이 하면 더 잘할 수 있을 것 같아."
,,주인공,(리듬을 맞추며) 정말 멋져! 지원 씨는 피아노를 정말 잘 치는 것 같아.
,,박지원,(미소 지으며) 고마워! 주인공 씨 덕분에 연습이 더 재미있어졌어. 한 번 더 해볼까?
,,주인공,(긍정적으로) 좋아! 이번엔 좀 더 감정을 담아서 연주해보자.
,,,(박지원과 주인공이 다시 피아노를 연주하며 감정을 담아 연습한다.)
,,박지원,(연주를 마치며) 오늘 연습 정말 좋았어. 주인공 씨 덕분에 많이 나아진 것 같아.
,,주인공,(미소 지으며) 나도 지원 씨 덕분에 즐거운 시간이었어. 다음에도 같이 연습하자.
,,박지원,(활기차게) 물론이지! 다음에도 같이 해서 더 좋은 연주를 만들어보자.
,,주인공,"(긍정적으로) 그래, 기대할게. 지원 씨와 함께라면 뭐든지 할 수 있을 것 같아."
,,박지원,(미소 지으며) 나도 주인공 씨와 함께라면 뭐든지 가능할 것 같아. 그럼 이따가 다 같이 음료수 한 잔 하러 가자. 연습 후엔 시원한 음료가 최고거든.
,,주인공,"(웃으며) 좋아, 그럼 이따가 봐!"
[17:0721:009],,,
,e113,주인공,"(밝게) 안녕, 지원 씨! 여기서 쉬고 있었구나?"
,,박지원,"(활기차게) 어, 안녕! 맞아, 오늘은 날씨가 좋아서 산책 좀 하려고 나왔어. 주인공 씨도 같이 산책할래?"
,,주인공,(호기심 가득) 좋아! 나도 산책하는 거 좋아해. 어디로 갈까?
,,박지원,(신나게) 공원 한 바퀴 돌면서 이야기 나누자. 산책하면서 이야기하면 기분이 정말 좋아져.
,,주인공,(긍정적으로) 그럼 같이 가자. 요즘 어떻게 지냈어?
,,,(박지원과 주인공이 공원 길을 걸으며 대화를 나눈다.)
,,박지원,"(걸으며) 요즘 연습도 하고, 팬미팅 준비도 하느라 바빴어. 그래도 주인공 씨랑 함께해서 즐거웠어."
,,주인공,(미소 지으며) 나도 지원 씨 덕분에 많은 걸 배우고 있어. 지원 씨는 항상 열심히 하잖아.
,,박지원,(활기차게) 고마워! 주인공 씨도 항상 최선을 다하는 모습이 정말 멋져. 우리 서로 힘내자.
,,주인공,"(따뜻하게) 맞아, 우리 함께라면 뭐든지 할 수 있을 것 같아."
,,박지원,"(생각하며) 주인공 씨, 나중에 다 같이 피크닉 와서 놀면 정말 재미있을 것 같아. 어때?"
,,주인공,"(긍정적으로) 좋은 생각이야! 다 같이 피크닉 와서 놀자. 맛있는 것도 먹고, 게임도 하면 재미있을 것 같아."
,,박지원,(신나게) 그럼 다음에 꼭 같이 피크닉 가자. 주인공 씨랑 함께하면 정말 즐거울 것 같아.
,,,(박지원과 주인공이 공원을 산책하며 대화를 계속한다.)
,,주인공,(걸으며) 지원 씨는 산책할 때 어떤 생각을 해?
,,박지원,(생각하며) 나는 주로 앞으로의 계획이나 목표에 대해 생각해. 산책하면서 머리를 정리하면 마음이 편안해져.
,,주인공,"(긍정적으로) 맞아, 나도 산책하면서 많은 생각을 정리해. 지원 씨 덕분에 오늘 산책이 정말 즐거웠어."
,,박지원,(미소 지으며) 나도 주인공 씨 덕분에 좋은 시간을 보냈어. 다음에도 같이 산책하자.
,,주인공,"(따뜻하게) 그래, 다음에도 꼭 같이 하자. 지원 씨와 함께해서 정말 기뻐."
,,박지원,(활기차게) 나도! 그럼 이따가 다 같이 음료수 한 잔 하러 가자. 산책 후엔 시원한 음료가 최고거든.
,,주인공,"(웃으며) 좋아, 그럼 이따가 봐!"
[18:0722:010],,,
,e110,주인공,"(밝게) 안녕, 지원 씨! 팬 이벤트 잘 진행되고 있나요?"
,,박지원,"(활기차게) 어, 안녕! 팬들과 함께 즐거운 시간을 보내고 있어. 주인공 씨도 같이 할래?"
,,주인공,(호기심 가득) 물론이지! 어떤 이벤트를 진행 중이야?
,,박지원,(웃으며) 팬들과 함께하는 게임이랑 Q&A 시간을 마련했어. 팬들이 나한테 궁금한 걸 물어보고 있어.
,,팬1,"(활발하게) 지원 씨, 연습할 때 가장 힘들었던 순간은 언제였나요?"
,,박지원,"(생각하며) 음, 가장 힘들었던 순간은 무대 공포증을 극복하려고 연습할 때였어. 하지만 그 과정을 통해 많은 것을 배웠지."
,,팬2,"(호기심 가득) 지원 씨, 작곡할 때 가장 영감을 많이 받는 순간은 언제인가요?"
,,박지원,(부드럽게) 나는 운동하거나 자연 속에 있을 때 많은 영감을 받아. 그 순간들이 나에게 큰 힐링이 되거든.
,,주인공,"(미소 지으며) 지원 씨, 팬들이 정말 많이 사랑해주시는 것 같아요. 함께 이야기 나누는 시간이 정말 소중해 보이네요."
,,박지원,"(감사한 마음으로) 맞아, 주인공 씨. 팬들과 함께하는 시간이 나에게도 큰 힘이 돼."
,,팬3,"(활기차게) 주인공 씨, 안녕하세요! 지원 씨와 함께 작업하시면서 가장 인상 깊었던 순간은 언제인가요?"
,,주인공,(생각하며) 저는 지원 씨가 무대 공포증을 극복하기 위해 연습했던 모습이 가장 인상 깊었어요. 정말 많은 노력을 하셨거든요.
,,박지원,(조용히) 주인공 씨가 항상 응원해 주셔서 큰 힘이 됐어요. 그 덕분에 무대에서도 자신감을 가질 수 있었어요.
,,주인공,"(따뜻하게) 감사해요, 지원 씨. 저도 지원 씨의 열정을 보면서 많이 배웠어요. 앞으로도 함께 열심히 해요."
,,팬1,(활발하게) 두 분의 우정이 정말 멋져요! 앞으로도 좋은 모습 기대할게요!
,,박지원,(감사한 마음으로) 정말 감사합니다. 여러분 덕분에 힘이 나요. 앞으로도 열심히 할게요.
,,주인공,(미소 지으며) 저도 여러분의 응원에 감사드려요. 앞으로도 좋은 모습 보여드릴게요.
[19:0723:003],,,
,e114,주인공,"(밝게) 안녕, 지원 씨! 요리 중이구나?"
,,박지원,"(활기차게) 어, 안녕! 맞아, 오늘은 간단한 요리를 해보려고 해. 주인공 씨도 같이 할래?"
,,주인공,(호기심 가득) 좋아! 나도 요리하는 거 좋아해. 어떤 요리를 만들고 있어?
,,박지원,(신나게) 오늘은 스파게티를 만들어볼까 해. 간단하면서도 맛있거든. 주인공 씨는 어떤 요리 잘해?
,,주인공,(긍정적으로) 나도 스파게티 좋아해! 같이 만들어보자.
,,,(박지원과 주인공이 함께 요리를 시작한다.)
,,박지원,"(재료를 손질하며) 주인공 씨, 파스타 면은 끓는 물에 넣고, 소스는 내가 준비할게."
,,주인공,(파스타 면을 준비하며) 좋아! 지원 씨는 요리 정말 잘하는 것 같아.
,,박지원,(미소 지으며) 고마워! 주인공 씨도 요리를 잘하는 것 같네. 같이 하면 더 재미있어.
,,주인공,"(긍정적으로) 맞아, 같이 요리하면 더 재미있고, 맛도 좋을 것 같아."
,,,(박지원과 주인공이 함께 요리를 계속한다.)
,,박지원,(소스를 저으며) 소스가 거의 다 됐어. 면도 잘 익었지?
,,주인공,"(확인하며) 응, 면도 다 익었어. 이제 같이 섞어볼까?"
,,박지원,(활기차게) 좋아! 그럼 면을 소스에 넣고 잘 섞어줘.
,,주인공,(면을 섞으며) 이렇게 맞아?
,,박지원,(미소 지으며) 맞아! 정말 잘하고 있어. 이제 거의 다 됐어.
,,,(박지원과 주인공이 함께 스파게티를 완성한다.)
,,박지원,(완성된 스파게티를 보며) 정말 맛있어 보인다! 주인공 씨 덕분에 성공적으로 만든 것 같아.
,,주인공,(미소 지으며) 나도 지원 씨 덕분에 즐거운 시간이었어. 다음에도 같이 요리하자.
,,박지원,(활기차게) 물론이지! 다음에도 같이 해서 더 맛있는 요리를 만들어보자.
,,주인공,"(긍정적으로) 그래, 기대할게. 지원 씨와 함께라면 뭐든지 할 수 있을 것 같아."
,,박지원,(미소 지으며) 나도 주인공 씨와 함께라면 뭐든지 가능할 것 같아. 그럼 이따가 다 같이 음료수 한 잔 하러 가자. 요리 후엔 시원한 음료가 최고거든.
,,주인공,"(웃으며) 좋아, 그럼 이따가 봐!"
[20:0725:002],,,
,e109,주인공,"(밝게) 안녕, 지원 씨! 보컬 트레이닝 중이구나?"
,,박지원,"(활기차게) 어, 안녕! 맞아, 오늘은 발성 연습을 좀 더 집중해서 하고 있어. 주인공 씨도 들어봐줄래?"
,,주인공,(호기심 가득) 물론이지! 어떤 곡을 연습 중이야?
,,박지원,(신나게) 오늘은 발라드 곡을 연습 중이야. 감정을 잘 담아서 부르고 싶어.
,,주인공,(긍정적으로) 기대돼! 그럼 한 번 불러봐.
,,,"(박지원이 마이크 앞에서 노래를 부르기 시작하고, 주인공은 그 노래를 집중해서 듣는다.)"
,,박지원,"(노래를 마치며) 어때, 주인공 씨? 어떤 점을 고치면 좋을까?"
,,주인공,"(감탄하며) 정말 감동적이었어, 지원 씨. 감정이 잘 전달됐어. "
,,주인공,그런데 몇 군데 음정이 살짝 불안한 부분이 있었어. 그 부분만 조금 더 연습하면 완벽할 것 같아.
,,박지원,(미소 지으며) 고마워! 피드백 정말 고마워. 그럼 그 부분을 다시 연습해볼게.
,,주인공,"(따뜻하게) 그래, 나도 옆에서 응원할게. 지원 씨는 정말 잘하고 있어."
,,박지원,"(활기차게) 고마워, 주인공 씨! 나도 열심히 해서 더 좋은 모습 보여줄게."
,,,(박지원이 주인공의 피드백을 반영해 다시 노래를 연습한다.)
,,박지원,"(다시 노래를 부르며) 이번엔 어때, 주인공 씨?"
,,주인공,"(미소 지으며) 훨씬 좋아졌어, 지원 씨. 정말 잘했어. 이제 거의 완벽해."
,,박지원,(활기차게) 정말? 주인공 씨 덕분에 많이 나아진 것 같아. 고마워!
,,주인공,"(따뜻하게) 나도 고마워, 지원 씨. 함께 연습해서 정말 즐거웠어."
,,박지원,(활기차게) 나도! 우리 앞으로도 같이 연습하자. 주인공 씨랑 함께하면 더 열심히 할 수 있을 것 같아.
,,주인공,"(긍정적으로) 그래, 앞으로도 같이 열심히 하자. 지원 씨와 함께해서 정말 기뻐."
,,박지원,(미소 지으며) 나도! 그럼 이따가 다 같이 음료수 한 잔 하러 가자. 연습 후엔 시원한 음료가 최고거든.
,,주인공,"(웃으며) 좋아, 그럼 이따가 봐!"
[21:0727:006],,,
,e115,주인공,"(밝게) 안녕, 지원 씨! 여기서 작사 작업 중이구나?"
,,박지원,"(활기차게) 어, 안녕! 맞아, 새로운 곡의 가사를 쓰고 있어. 주인공 씨도 도와줄래?"
,,주인공,(호기심 가득) 물론이지! 어떤 주제로 가사를 쓰고 있어?
,,박지원,(부드럽게) 사랑과 우정에 대한 가사를 쓰고 있어. 진솔한 감정을 담으려고 노력 중이야.
,,주인공,(감탄하며) 정말 멋지다! 지원 씨가 쓴 가사를 들어보고 싶어. 어려운 점은 없었어?
,,박지원,(생각하며) 가끔 어떻게 표현해야 할지 막막할 때가 있어. 주인공 씨가 도움을 주면 좋겠어.
,,주인공,(따뜻하게) 물론이지! 내가 느끼는 감정을 이야기해볼게. 그걸 가사에 녹여보는 건 어때?
,,박지원,(미소 지으며) 정말 좋은 생각이야! 그럼 주인공 씨의 이야기를 들어볼게.
,,,"(주인공이 박지원에게 자신의 감정을 이야기하고, 박지원은 그 이야기를 가사로 적는다.)"
,,주인공,(생각하며) 나는 사랑이란 서로를 이해하고 배려하는 것이라고 생각해. 그 감정을 담아서 써보면 어떨까?
,,박지원,(살짝 미소 지으며) 정말 좋은 생각이야. 그럼 그 감정을 담아서 이렇게 써볼게. 
,,,(노트북에 가사를 적으며) 서로를 이해하고 배려하는 마음이 사랑의 시작이라는 걸...
,,주인공,"(미소 지으며) 지원 씨, 정말 멋진 가사가 될 것 같아. 함께 작업하니 더 즐거워."
,,박지원,(감사한 마음으로) 나도 주인공 씨와 함께 작업해서 정말 기뻐. 좋은 가사를 쓸 수 있을 것 같아.
,,주인공,(따뜻하게) 지원 씨는 정말 잘할 수 있어. 앞으로도 계속 응원할게. 화이팅!
,,박지원,"(조용히) 네, 감사합니다. 주인공 씨도 화이팅!"
[22:0728:003],,,
,e116,주인공,"(밝게) 안녕, 지원 씨! 영화 보려고 준비 중이구나?"
,,박지원,"(활기차게) 어, 안녕! 맞아, 오늘은 영화 한 편 보면서 쉬려고 해. 주인공 씨도 같이 볼래?"
,,주인공,(호기심 가득) 좋아! 어떤 영화 볼 거야?
,,박지원,(신나게) 오늘은 코미디 영화를 볼까 해. 웃으면서 스트레스도 풀고 싶어서. 주인공 씨는 어떤 장르 좋아해?
,,주인공,(긍정적으로) 나도 코미디 좋아해. 같이 보면 더 재미있을 것 같아.
,,,(박지원과 주인공이 소파에 앉아 함께 영화를 보기 시작한다.)
,,박지원,(영화를 보며) 이 장면 정말 웃기지 않아?
,,주인공,"(웃으며) 맞아, 정말 웃겨! 지원 씨와 함께 보니까 더 재미있는 것 같아."
,,박지원,(미소 지으며) 주인공 씨와 같이 보니까 나도 더 즐거워. 우리 자주 같이 영화 보자.
,,주인공,"(긍정적으로) 그래, 다음에도 같이 보자. 지원 씨는 항상 긍정적이라서 같이 있으면 나도 기분이 좋아져."
,,박지원,(활기차게) 고마워! 주인공 씨도 나에게 큰 힘이 돼. 우리 앞으로도 계속 같이 즐거운 시간 보내자.
,,,(박지원과 주인공은 영화를 보며 즐거운 시간을 보낸다.)
,,박지원,(영화가 끝난 후) 오늘 영화 정말 재미있었어. 주인공 씨 덕분에 좋은 시간 보냈어.
,,주인공,(미소 지으며) 나도 지원 씨 덕분에 즐거웠어. 다음에도 같이 영화 보자.
,,박지원,(활기차게) 물론이지! 다음엔 내가 좋아하는 액션 영화를 같이 보자. 주인공 씨도 좋아할 거야.
,,주인공,"(긍정적으로) 좋아, 기대할게. 지원 씨와 함께해서 정말 기뻐."
,,박지원,(미소 지으며) 나도! 그럼 이따가 다 같이 음료수 한 잔 하러 가자. 영화 후엔 시원한 음료가 최고거든.
,,주인공,"(웃으며) 좋아, 그럼 이따가 봐!"
[23:0729:002],,,
,e109,주인공,"(밝게) 안녕, 지원 씨! 녹음 준비 중이구나?"
,,박지원,"(활기차게) 어, 안녕! 맞아, 오늘은 녹음을 좀 해보려고 해. 주인공 씨도 들어봐줄래?"
,,주인공,(호기심 가득) 물론이지! 어떤 곡을 녹음할 생각이야?
,,박지원,(신나게) 내가 좋아하는 발라드 곡이야. 감정을 잘 담아서 부르고 싶어.
,,주인공,(긍정적으로) 정말 기대돼! 그럼 한 번 불러봐.
,,,"(박지원이 마이크 앞에서 노래를 부르기 시작하고, 주인공은 그 노래를 집중해서 듣는다.)"
,,박지원,"(노래를 마치며) 어때, 주인공 씨? 어떤 점을 고치면 좋을까?"
,,주인공,"(감탄하며) 정말 감동적이었어, 지원 씨. 감정이 잘 전달됐어. "
,,주인공,그런데 몇 군데 음정이 살짝 불안한 부분이 있었어. 그 부분만 조금 더 연습하면 완벽할 것 같아.
,,박지원,(미소 지으며) 고마워! 피드백 정말 고마워. 그럼 그 부분을 다시 연습해볼게.
,,주인공,"(따뜻하게) 그래, 나도 옆에서 응원할게. 지원 씨는 정말 잘하고 있어."
,,박지원,"(활기차게) 고마워, 주인공 씨! 나도 열심히 해서 더 좋은 모습 보여줄게."
,,,(박지원이 주인공의 피드백을 반영해 다시 노래를 연습한다.)
,,박지원,"(다시 노래를 부르며) 이번엔 어때, 주인공 씨?"
,,주인공,"(미소 지으며) 훨씬 좋아졌어, 지원 씨. 정말 잘했어. 이제 거의 완벽해."
,,박지원,(활기차게) 정말? 주인공 씨 덕분에 많이 나아진 것 같아. 고마워!
,,주인공,"(따뜻하게) 나도 고마워, 지원 씨. 함께 연습해서 정말 즐거웠어."
,,박지원,(활기차게) 나도! 우리 앞으로도 같이 연습하자. 주인공 씨랑 함께하면 더 열심히 할 수 있을 것 같아.
,,주인공,"(긍정적으로) 그래, 앞으로도 같이 열심히 하자. 지원 씨와 함께해서 정말 기뻐."
,,박지원,(미소 지으며) 나도! 그럼 이따가 다 같이 음료수 한 잔 하러 가자. 연습 후엔 시원한 음료가 최고거든.
,,주인공,"(웃으며) 좋아, 그럼 이따가 봐!"
[24:0730:008],,,
,e108,주인공,"(밝게) 안녕, 지원 씨! 여기서 공부 중이구나?"
,,박지원,"(활기차게) 어, 안녕! 맞아, 요즘 시험 준비 때문에 공부를 좀 더 열심히 하고 있어. 주인공 씨도 같이 할래?"
,,주인공,(호기심 가득) 좋아! 나도 같이 공부할게. 어떤 과목 공부 중이야?
,,박지원,(신나게) 오늘은 영어 공부하고 있어. 시험도 준비해야 하니까. 주인공 씨는 어떤 과목 공부할 거야?
,,주인공,(긍정적으로) 난 수학 공부 좀 해야 할 것 같아. 그럼 같이 열심히 해보자.
,,,(박지원과 주인공이 함께 책상에 앉아 공부를 시작한다.)
,,박지원,(책을 넘기며) 영어 단어가 참 어렵네. 주인공 씨는 영어 잘해?
,,주인공,(미소 지으며) 나도 영어 어렵다고 생각해. 하지만 같이 공부하면 더 잘할 수 있을 것 같아.
,,박지원,"(활기차게) 맞아, 같이 하면 더 재미있고, 집중도 잘 되는 것 같아. 그럼 내가 모르는 단어 좀 물어봐도 될까?"
,,주인공,(긍정적으로) 물론이지. 내가 아는 한 최대한 도와줄게.
,,박지원,(미소 지으며) 정말 고마워! 그럼 이 단어는 무슨 뜻이야?
,,주인공,(생각하며) 이 단어는 '희망'이라는 뜻이야. 문맥에 맞게 사용해보면 더 쉽게 이해할 수 있을 거야.
,,박지원,(감탄하며) 정말 유익하네! 주인공 씨 덕분에 영어가 좀 더 쉽게 느껴져.
,,주인공,(따뜻하게) 나도 지원 씨 덕분에 수학이 재미있어졌어. 서로 도와가면서 공부하면 더 잘할 수 있을 것 같아.
,,,(박지원과 주인공이 함께 공부를 계속한다.)
,,박지원,(공부를 마치며) 오늘 정말 유익한 시간이었어. 주인공 씨 덕분에 영어가 더 재미있어졌어.
,,주인공,(미소 지으며) 나도 지원 씨 덕분에 수학이 더 쉽게 느껴졌어. 다음에도 같이 공부하자.
,,박지원,(활기차게) 물론이지! 다음에도 같이 공부해서 더 좋은 성적 받자.
,,주인공,"(긍정적으로) 그래, 기대할게. 지원 씨와 함께해서 정말 기뻐."
,,박지원,(미소 지으며) 나도! 그럼 이따가 다 같이 음료수 한 잔 하러 가자. 공부 후엔 시원한 음료가 최고거든.
,,주인공,"(웃으며) 좋아, 그럼 이따가 봐!"
[HAPPYEND],,,
,e117,박지원,"(눈물을 글썽이며) 주인공 씨, 믿기지 않아. 내가 최종 선정자가 됐어. 이게 정말 현실이야?"
,,주인공,"(따뜻하게) 지원 씨, 정말 축하해요! 이건 꿈이 아니에요. 당신이 열심히 노력한 결과예요."
,,박지원,(활기차게) 주인공 씨가 항상 옆에서 응원해줘서 힘을 낼 수 있었어요. 정말 고마워요.
,,주인공,(진심으로) 지원 씨의 노력과 재능 덕분이에요. 저는 그저 옆에서 응원했을 뿐이에요.
,,박지원,(미소 지으며) 그래도 주인공 씨의 응원이 없었다면 여기까지 올 수 없었을 거예요. 정말 고마워요.
,,주인공,(부드럽게) 지원 씨가 이룬 건 정말 대단해요. 이제 앞으로 더 많은 사람들이 지원 씨를 사랑하게 될 거예요.
,,박지원,(설레는 마음으로) 앞으로 더 많은 무대에서 팬들과 만날 생각에 벌써부터 가슴이 두근거려요.
,,주인공,(따뜻하게) 지원 씨의 무대는 언제나 감동적이에요. 팬들도 그 감동을 느낄 거예요.
,,박지원,"(조용히) 주인공 씨, 정말 고마워요. 이제는 제가 주인공 씨에게 힘이 되고 싶어요."
,,주인공,(놀라며) 지원 씨가 나에게?
,,박지원,"(미소 지으며) 네, 주인공 씨가 힘들 때 제가 옆에서 응원해주고 싶어요. 지금까지 받은 만큼 돌려주고 싶어요."
,,주인공,"(감동하며) 지원 씨, 정말 고마워요. 당신의 마음이 정말 따뜻해요."
,,박지원,"(살짝 붉어진 얼굴로) 주인공 씨, 이제 우리 둘이 함께 더 많은 꿈을 이루어가요. 같이 있으면 뭐든지 할 수 있을 것 같아요."
,,주인공,"(미소 지으며) 맞아요, 지원 씨와 함께라면 뭐든지 가능할 것 같아요. 앞으로도 서로 응원하며 함께해요."
,,박지원,"(결심한 듯이) 주인공 씨, 앞으로도 많이 의지할게요. 그리고 언제나 옆에 있어줘요."
,,주인공,"(따뜻하게) 물론이에요, 지원 씨. 언제나 옆에서 응원할게요."
,,박지원,(미소 지으며) 정말 고마워요. 이제 무대 위에서 더 멋진 모습 보여줄게요.
,,주인공,"(응원하며) 기대할게요, 지원 씨. 당신의 모든 무대가 빛날 거예요."
,,박지원,(활기차게) 주인공 씨도 같이 무대 위에서 즐겨요. 당신의 응원 덕분에 더 힘낼 수 있을 거예요.
,,주인공,"(긍정적으로) 그럼요, 지원 씨의 무대를 항상 응원할게요."
,,박지원,"(조용히) 주인공 씨, 앞으로도 함께 걸어가요. 우리의 이야기는 이제 시작이니까요."
,,주인공,"(따뜻하게) 그래요, 지원 씨. 우리 함께 꿈을 이루어가요."
,b000,하트비트 아이돌,Kumho Jeong Present
,,하트비트 아이돌,Programmed by nashorn74
,,하트비트 아이돌,Written scripts by ChatGPT 4o
,,하트비트 아이돌,Generated images by CalicoMix in tensor.art
,,하트비트 아이돌,Generated musics by Udio
